seed,run,split,i,B,K,xi,gamma,C,C_acc_train,C_acc_test,C_gap_acc,C_auroc_train,C_auroc_test,C_gap_auroc,C_auprc_train,C_auprc_test,C_gap_auprc,C_hinge_gap,C_J_w,C_J_xi
43,1,0,0,5,3,1,0.0,31,0.7,0.48,0.21999999999999997,0.5,0.5,0.0,0.3,0.52,-0.22000000000000003,0.43999999649088883,2.524354896707238e-29,6.0000000319010125
43,1,0,1,5,3,1,0.1,31,0.7,0.48,0.21999999999999997,1.0,0.5895655270655271,0.4104344729344729,1.0,0.5598108827517123,0.4401891172482877,0.5339015824179072,14.303669718928543,5.0771830561738795
43,1,0,2,5,3,1,0.2,31,0.8,0.5133333333333333,0.28666666666666674,1.0,0.5943732193732194,0.4056267806267806,1.0,0.5756305396837076,0.4243694603162924,0.7836787936907987,51.579539358842155,2.6722877380576127
43,1,0,3,5,3,1,0.3,31,1.0,0.5066666666666667,0.4933333333333333,1.0,0.5870726495726497,0.4129273504273503,1.0,0.6187368747946564,0.38126312520534356,0.951950705295517,59.52071574571531,1.0684517642304048
43,1,0,4,5,3,1,0.4,31,1.0,0.5066666666666667,0.4933333333333333,1.0,0.5555555555555556,0.4444444444444444,1.0,0.5489217461408599,0.45107825385914013,1.03463851864264,38.65285700484801,0.9826654984474597
43,1,0,5,5,3,1,0.5,31,1.0,0.5,0.5,1.0,0.5327635327635328,0.46723646723646717,1.0,0.5246828587394725,0.4753171412605275,1.1117941940614655,29.73513934745128,0.8803834200236762
43,1,0,6,5,3,1,0.6,31,1.0,0.5133333333333333,0.4866666666666667,1.0,0.5292022792022792,0.47079772079772075,1.0,0.5209364993313308,0.4790635006686692,1.2450448918067318,32.348677742236376,0.5193716855230427
43,1,0,7,5,3,1,0.7,31,1.0,0.5133333333333333,0.4866666666666667,1.0,0.5226139601139601,0.4773860398860399,1.0,0.5189663591635073,0.4810336408364927,1.3007320226319872,30.973452590446037,0.34854519675559037
43,1,0,8,5,3,1,0.8,31,1.0,0.5133333333333333,0.4866666666666667,1.0,0.5195868945868947,0.48041310541310533,1.0,0.5190842213119984,0.4809157786880016,1.391643182040746,35.43358262518366,0.011446478065208265
43,1,0,9,5,3,1,0.9,31,1.0,0.5133333333333333,0.4866666666666667,1.0,0.5178062678062678,0.4821937321937322,1.0,0.5202619905699201,0.47973800943007994,1.3598338844088844,30.72136643705616,9.424594683560272e-07
43,1,0,10,5,3,1,1.0,31,1.0,0.5266666666666666,0.4733333333333334,1.0,0.5167378917378918,0.48326210826210825,1.0,0.5227586214042443,0.47724137859575566,1.3282010589054096,26.94037783412717,9.251062206283578e-07
43,1,0,11,5,3,1,1.1,31,1.0,0.52,0.48,1.0,0.5163817663817664,0.48361823361823364,1.0,0.5256776345950743,0.47432236540492567,1.2998059997234388,24.02408976065795,2.408530330733072e-08
43,1,0,12,5,3,1,1.2,31,1.0,0.52,0.48,1.0,0.5158475783475784,0.48415242165242156,1.0,0.5280629241435835,0.47193707585641653,1.2741901220223766,21.712885612891302,7.434679916151765e-08
43,1,0,13,5,3,1,1.3,31,1.0,0.52,0.48,1.0,0.5158475783475783,0.48415242165242167,1.0,0.5317705341689867,0.4682294658310133,1.2511147888799197,19.839506211872248,2.3670491822169737e-07
43,1,0,14,5,3,1,1.4,31,1.0,0.52,0.48,1.0,0.5142450142450143,0.48575498575498566,1.0,0.5309521527798726,0.4690478472201274,1.2303086203483862,18.29197475806866,1.0032748862798258e-06
43,1,0,15,5,3,1,1.5,31,1.0,0.52,0.48,1.0,0.5117521367521367,0.4882478632478633,1.0,0.5290177397357296,0.47098226026427037,1.2118410858531383,16.99285621902263,7.060193341068555e-08
43,1,0,16,5,3,1,1.6,31,1.0,0.5133333333333333,0.4866666666666667,1.0,0.5126424501424501,0.48735754985754987,1.0,0.5338083189270277,0.46619168107297226,1.196976741408183,15.887241797325172,3.704895235046024e-08
43,1,0,17,5,3,1,1.7,31,1.0,0.49333333333333335,0.5066666666666666,1.0,0.510505698005698,0.489494301994302,1.0,0.5374761302854913,0.46252386971450865,1.1907684363657645,14.94146912480177,3.4331160136957806e-08
43,1,0,18,5,3,1,1.8,31,1.0,0.49333333333333335,0.5066666666666666,1.0,0.5076566951566952,0.4923433048433048,1.0,0.5357189123379886,0.46428108766201137,1.1845103584939778,14.125682804379714,3.186315822301111e-08
43,1,0,19,5,3,1,1.9,31,1.0,0.49333333333333335,0.5066666666666666,1.0,0.5062321937321937,0.49376780626780625,1.0,0.5352996660295982,0.4647003339704018,1.1781905108063206,13.41391260252266,5.204231112720947e-08
43,1,0,20,5,3,1,2.0,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5040954415954416,0.4959045584045584,1.0,0.5338926782172522,0.46610732178274783,1.171680706548017,12.786679070620572,1.4007143223082608e-07
43,1,0,21,5,3,1,2.1,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5040954415954417,0.49590455840455827,1.0,0.5347148760356035,0.4652851239643965,1.1651301246162613,12.229121616482145,1.1873887179048026e-06
43,1,0,22,5,3,1,2.2,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5048076923076923,0.4951923076923077,1.0,0.5353126453859296,0.4646873546140704,1.1586295380976745,11.729840747672805,2.0114512251367955e-06
43,1,0,23,5,3,1,2.3,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5049857549857549,0.49501424501424507,1.0,0.5371784599612521,0.46282154003874787,1.152257110435115,11.28061540784804,6.284205888995587e-08
43,1,0,24,5,3,1,2.4,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5042735042735043,0.49572649572649574,1.0,0.5358367531097818,0.46416324689021815,1.1461531582060274,10.87406626908608,1.2646983343911344e-06
43,1,0,25,5,3,1,2.5,31,1.0,0.4866666666666667,0.5133333333333333,1.0,0.5055199430199431,0.4944800569800569,1.0,0.5362042905712225,0.46379570942877746,1.1407766171554523,10.504007515500028,4.790515868435818e-07
