run,i,B,K,xi,gamma,C,C_acc_train,C_acc_test,C_gap_acc,C_auroc_train,C_auroc_test,C_gap_auroc,C_auprc_train,C_auprc_test,C_gap_auprc,C_hinge_gap,C_J_w,C_J_xi,Q_acc_test_max,Q_auroc_test_max,Q_auprc_test_max,Q_acc_train_max,Q_auroc_train_max,Q_auprc_train_max,Q_gap_acc_max,Q_gap_auroc_max,Q_gap_auprc_max,Q_hinge_gap_min,Q_J_w_max,Q_J_w_min,Q_J_w_mean,Q_J_xi_max,Q_J_xi_min,Q_J_xi_mean
6,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.8066666666666666,0.9006222222222223,0.883996388746276,0.94,0.9696,0.969109246803242,0.20666666666666667,0.1731555555555555,0.23988659482847075,0.3993864193888208,477.0448114888928,227.55084160118687,336.42729226500785,29.515456141454738,10.949325483146156,17.39064047989369
6,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.8666666666666667,0.9066666666666667,0.8809281660704571,0.92,0.9792,0.9791495584874896,0.16666666666666674,0.17155555555555546,0.22857918117874176,0.504943991102941,488.9284096196795,219.06233628113068,351.04524201885056,39.78264003347288,11.598583236618817,19.707800512932927
6,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8266666666666667,0.9009777777777779,0.87963827894638,0.94,0.9792,0.9758051183333053,0.18666666666666665,0.1632,0.2610566815530757,0.4139440903166286,396.80946596017367,242.32791826486348,323.32787131209705,45.21571584229314,9.554280611701046,17.382745203602873
6,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.82,0.9146666666666667,0.8907112552722698,0.96,0.9776,0.9759241659523528,0.17999999999999994,0.1676444444444446,0.25842241885534323,0.6180593987851705,462.7266808617564,228.39299459481052,341.4821703285364,36.06805817482932,10.289571752696926,16.720696165016907
6,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.7933333333333333,0.9000888888888888,0.903878563071684,0.92,0.968,0.9671654479120746,0.15333333333333332,0.19875555555555557,0.2765259118890059,0.5021957111608438,396.5901040738053,186.37831596962883,313.3455203024736,33.32686132707651,12.80490476694407,20.79737994050725
6,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.8466666666666667,0.8961777777777777,0.8762985872003304,0.92,0.9856,0.9861818566241356,0.16000000000000003,0.1134222222222222,0.19025943536128975,0.3721999921049885,436.9960379499717,214.2600471816521,334.8866266052924,27.217658299554905,8.593896210932048,19.099097793969737
6,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.8066666666666666,0.8968888888888888,0.896580392833878,0.96,0.9744,0.9729139095420964,0.18666666666666665,0.20479999999999998,0.283365406868221,0.4371874940717485,381.14146377048877,218.0786540669256,291.3533288528348,26.475983384767503,9.937731567975437,18.187123126863032
6,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.8066666666666666,0.8920888888888889,0.8976229771440813,0.92,0.9792,0.9825877857862514,0.20666666666666667,0.24586666666666668,0.2944563111541185,0.45155785118240976,427.4521949753273,179.31926602869288,283.05017739096763,36.40576831725237,12.197904776482375,19.331201608981097
6,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.8333333333333334,0.9002666666666667,0.8684018419921091,0.92,0.9792,0.9766326118326119,0.18000000000000005,0.16551111111111105,0.27080535251865223,0.35011532486171026,388.02012028505646,179.89661305645132,287.02891601260194,39.692454188386336,10.708088153276607,20.296392232774718
6,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.8333333333333334,0.9036444444444445,0.8865697478825988,0.9,0.9776,0.9785121958501268,0.17333333333333334,0.17884444444444447,0.28611905624016176,0.764419487901763,383.5972627221771,210.84528529801085,282.2369929026257,40.528901637804324,10.651518803408958,21.9038377146472
6,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.8133333333333334,0.9047111111111111,0.8901594754611687,0.94,0.9872000000000001,0.986831373135721,0.20000000000000007,0.14862222222222232,0.19972702737723236,0.3653206830413934,290.50431787243576,183.51465502448923,243.01747458495112,29.16589828575369,9.290596559295102,17.365903740955723
6,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8533333333333334,0.9150222222222222,0.9163714591885088,0.92,0.9824,0.981192776644493,0.20666666666666667,0.19608888888888898,0.290961789105595,0.8982890813176869,376.2472403563858,202.769160918945,292.9357997682822,31.613453927763686,11.760536522940942,18.479444260059545
6,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.8,0.874488888888889,0.8694940677739178,0.96,0.984,0.9828802817319982,0.22000000000000008,0.2094222222222223,0.2650073859486394,0.47444389788306396,368.229218179666,89.57740990777388,248.70209638229312,30.10678612893591,8.684765880358887,17.568683668428967
6,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8333333333333334,0.9050666666666667,0.9093164979730805,0.94,0.9744,0.9769535434303052,0.22666666666666668,0.23502222222222224,0.3182758128837082,0.4661449234836248,363.7157341032856,162.66269287813026,239.80680004602272,37.57296417921829,9.579627830021069,20.024902562346693
6,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8133333333333334,0.8901333333333333,0.8979729379718748,0.94,0.9872,0.9882058355437666,0.18000000000000005,0.17297777777777779,0.18862821028828003,0.42049952674969115,335.54370151205245,155.3660304572007,238.3687568878695,29.809756894993022,9.678958098389502,18.50808985411466
6,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.8066666666666666,0.8851555555555556,0.8975778455292474,0.92,0.9776,0.9791219891219892,0.17333333333333334,0.19075555555555546,0.2018884730302295,0.41663476398389077,345.7345482676342,158.9955179193138,228.68674040030592,33.11462187542718,11.32574158065745,19.671834478702614
6,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.8,0.9016888888888889,0.8925949282469583,0.92,0.9712,0.9732794372294373,0.17999999999999994,0.1930666666666665,0.23191289752410071,0.41736662632323884,343.04763829748777,66.36470546022845,204.14058784559538,29.62869295672501,10.748022609976449,18.630562074091205
7,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.1,50.0,50.0,50.0
7,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.76,0.8398222222222222,0.8255793124177717,0.82,0.9151999999999999,0.9176436022629366,0.15333333333333332,0.1431111111111112,0.18410863891662788,0.10418237109233963,245.07242437012417,94.9034298774821,178.8815202110747,36.24835214546853,25.906524999000634,28.81946628961657
7,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.8666666666666667,0.9262222222222222,0.8932988634475403,0.88,0.9536,0.9591514496847839,0.12,0.13226666666666653,0.15774846595855663,0.08926187511875916,342.15444194086274,154.52702123264098,219.34282616652405,31.11202017025464,16.5647292289852,21.221675423061065
7,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.8466666666666667,0.9159111111111111,0.9025763440706212,0.88,0.9712,0.9726752917333563,0.19333333333333336,0.14577777777777767,0.18337883419769152,0.25404898586056385,426.39930249378176,143.95001036755656,265.0563207719207,36.83863111128129,12.778816342207387,19.203490066427822
7,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.8466666666666667,0.9216,0.9112246371239971,0.9,0.9647999999999999,0.9675384393384393,0.17333333333333334,0.1452444444444444,0.20763672395188126,0.3522265454984353,386.74614597562106,208.17681000414333,326.48831227716084,28.68841270695516,13.392637399269999,19.736370649481852
7,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.8333333333333334,0.9063111111111112,0.8981569520700176,0.92,0.9728,0.9721847104700099,0.19333333333333336,0.14488888888888884,0.1830355321194368,0.3170927960919537,463.1247604382079,187.76163166796258,322.6103485937751,26.120481739439406,11.345794864810241,18.27576401817679
7,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.84,0.9166222222222222,0.8926876564568718,0.92,0.9743999999999999,0.9728240605338414,0.12,0.1413333333333333,0.20917414942358803,0.35089209056248855,486.8453376157914,252.22973209634011,389.89751922292965,29.37806798112218,10.896119329460321,18.588352955372876
7,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8466666666666667,0.912,0.8968234216577129,0.92,0.968,0.9678648404735362,0.18666666666666665,0.13244444444444436,0.18285033852778698,0.16693059790001907,504.42788432115265,290.13149962453394,409.40627572131547,34.161537929932734,12.636180434167926,22.036722709993985
7,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.8533333333333334,0.9159111111111111,0.8756081383263447,0.94,0.976,0.9757249152346961,0.15333333333333332,0.14097777777777787,0.2177623213591885,0.39711814404218326,501.11825983836786,263.9901972227209,379.71502784980646,31.6731579941384,11.01477996984211,21.002273272759616
7,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.8466666666666667,0.9175111111111112,0.8987924274665826,0.92,0.9776,0.9775344689241162,0.14666666666666672,0.15342222222222235,0.24573809810950764,0.35202211724292,548.2419982805075,247.92511214079926,382.45319662303405,48.243238548114675,10.27272303300282,21.395388764613706
7,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8133333333333334,0.9136000000000001,0.8975550694299204,0.94,0.9792000000000001,0.9778136150653314,0.18666666666666665,0.13831111111111105,0.20411490018075062,0.5002617692273487,481.51863134748874,236.12217997900217,383.64259770128774,26.430032935193,8.816771894390381,19.568115075981925
7,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.8266666666666667,0.9086222222222222,0.88274754723623,0.94,0.9824,0.9817038369038369,0.18000000000000005,0.16071111111111114,0.2409189502911886,0.4050034622116758,436.4515692928742,296.15912444057153,366.2808404547026,31.512233887260624,10.3517075766316,18.61896850026297
7,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.8466666666666667,0.9228444444444445,0.920442130779773,0.9,0.9728,0.973630898140679,0.17333333333333334,0.1557333333333334,0.2025979783582066,0.49831722406872725,474.07892239834564,266.6862352996794,384.08927611647806,31.6338785565654,11.015614347106196,18.10119031332997
7,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.8066666666666666,0.9050666666666667,0.8943078273906944,0.94,0.9743999999999999,0.9723331376569767,0.16666666666666663,0.1505777777777776,0.20678891376747943,0.6605854083409632,454.44240251893575,239.47706758797628,372.73824091739266,33.6949768508576,10.925937003619444,18.551740430137052
7,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.8333333333333334,0.9088,0.8914031260133661,0.92,0.9712,0.9703938629220498,0.19333333333333336,0.16995555555555553,0.2432821059320348,0.36136532416069833,456.8545757273888,210.43751843042725,349.0637016167896,29.664930335119678,11.692717603392104,18.562538005727923
7,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8533333333333334,0.9100444444444444,0.9057397868214981,0.94,0.9823999999999999,0.9816487546384021,0.18666666666666676,0.16213333333333324,0.21732190320712852,0.412569788614613,436.48326312300486,248.56678025107144,322.99457951647656,29.54552720073775,9.576168505576321,16.897545593775323
7,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.8066666666666666,0.8919111111111111,0.8737485849087085,0.94,0.9696,0.9705256742479788,0.16000000000000003,0.14204444444444453,0.23919811420403914,0.32137811454747495,450.6529428071468,223.34462181763683,346.8704517036952,27.6774270685817,9.42768814303457,20.672608136611824
7,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.8066666666666666,0.8931555555555556,0.8602413403715404,0.92,0.9712,0.9703790880730833,0.21333333333333337,0.1671111111111111,0.2657510523392548,0.47771812955760884,423.20575849533634,216.70938309851314,319.06897929659107,27.28812687987155,11.055157581250112,16.72921456391443
7,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.7666666666666667,0.9024000000000001,0.9008090681613266,0.9,0.9536,0.9504104376327421,0.21333333333333337,0.2208,0.307426700308596,0.4409315229941502,380.5393532497139,171.27679605561883,313.14795920100204,31.46729628379392,13.917321722344425,21.62021882746249
7,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.8133333333333334,0.9233777777777777,0.9203493419319217,0.92,0.9696,0.9700603990745278,0.18000000000000005,0.18417777777777777,0.2617640455756646,0.6029065495632068,448.1036382916967,160.1249207762513,332.0469184404364,39.863456185392145,11.577253854421162,19.80615538479365
7,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.7933333333333333,0.888888888888889,0.8813232108084972,0.92,0.9872000000000001,0.9863082962126442,0.16000000000000003,0.1644444444444444,0.25349540364519485,0.3185942850610495,381.700180239346,170.00650702340442,301.536084851335,40.526613216137925,13.758692415331291,21.11667385605683
7,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.82,0.8876444444444445,0.8772537477396144,0.94,0.9824,0.981192776644493,0.17333333333333334,0.18400000000000005,0.2401385482249232,0.29600906600263766,357.20260728895903,135.78534925797658,283.3666266720731,28.104304443669427,10.670258112831037,17.827077477496236
7,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.8066666666666666,0.8840888888888889,0.8774314802746483,0.92,0.9696,0.9706723884810842,0.17333333333333334,0.17920000000000003,0.21863595336095587,0.21858490590908225,344.48227949223207,166.76090254045963,257.1562929131616,55.30730963611855,12.892381238811703,21.048855530912995
7,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.82,0.8928,0.8801892159396357,0.94,0.9776,0.9752948619230488,0.18000000000000005,0.16728888888888904,0.1964424418684787,0.3377067552988635,417.0582042964435,201.47852557958802,303.2478128181841,27.50875457799748,10.473801432398284,17.15534804701744
7,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8,0.8952888888888889,0.8883853807237702,0.94,0.9744,0.9742347909908551,0.18666666666666665,0.18684444444444437,0.2941554663676582,0.5529983088817993,400.5707416490808,154.50076579368803,276.8831898724039,45.05274574018355,11.599310543849104,18.427579532805865
7,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.8133333333333334,0.8892444444444444,0.8845573442553617,0.94,0.9792000000000001,0.98071619202054,0.20000000000000007,0.21404444444444448,0.236696020001546,0.3364559933427501,336.75557220048444,196.06668838638944,266.86034917294455,38.69097235284928,10.24728065083144,19.485969367373148
7,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8266666666666667,0.904,0.9063733583746629,0.92,0.984,0.9841411004454483,0.19333333333333336,0.18844444444444453,0.28216194043312226,0.22784721034877994,333.22416001140385,118.69818356465885,242.424573032811,22.50949667838508,11.34745785137495,16.416901352747537
7,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8133333333333334,0.8888888888888888,0.8877339354163986,0.92,0.9727999999999999,0.9711016105633806,0.22000000000000008,0.18773333333333342,0.2078396707929333,0.43192728736008756,329.48142265595936,136.54907418700358,240.26788772752906,32.78547331472728,10.8006266064578,18.765027841117952
7,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.8133333333333334,0.8728888888888889,0.8726545940988898,0.94,0.9616,0.9608678777960648,0.20666666666666667,0.1717333333333333,0.22340059932342549,0.3432713832218465,337.795047992837,123.47844625927277,220.27738948683213,24.809131074189725,10.621043560890477,18.941980063846323
7,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.8466666666666667,0.9166222222222222,0.8993417925231502,0.96,0.9776,0.980555375059723,0.18666666666666665,0.1850666666666665,0.24876511483645503,0.487413482826597,295.0474707737694,153.06012476397282,217.11199248341958,23.623145736911113,9.752877569855993,16.527495716172712
8,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.1,50.0,50.0,50.0
8,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.78,0.8945777777777778,0.8868992163185464,0.86,0.9392,0.9459628685613461,0.16000000000000003,0.1504000000000001,0.20818457505933297,0.11031975181743026,226.1074637090245,128.9997263744005,172.03933113222598,43.53364039183647,25.575472377340077,29.498740367404093
8,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.8533333333333334,0.915911111111111,0.9027166072423409,0.86,0.9584,0.9576510771140901,0.14,0.15839999999999999,0.1779778855152082,0.12509011615004467,303.375910818964,142.7295469191645,211.20561465428864,26.5272514221082,18.303990101837545,21.20611323853095
8,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.84,0.9176888888888889,0.8942975044379711,0.92,0.9712000000000001,0.9699014967682571,0.16666666666666663,0.14044444444444448,0.20061549823499014,0.14802953577593847,410.1237305861091,182.61936570826134,263.31543524169643,49.466695557373264,14.284914032159046,21.939851193524614
8,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.86,0.9219555555555556,0.8973513073127981,0.92,0.9696,0.9684714432275073,0.1466666666666666,0.1279999999999999,0.18134805932133757,0.2741710313567656,404.64515097961055,201.20013431898462,314.58439653595667,50.36546988954046,12.895394311091339,18.85032192434752
8,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.84,0.9235555555555556,0.9086576447021787,0.9,0.9616,0.9613903028042027,0.15333333333333332,0.1260444444444444,0.17378527259811627,0.4279969207345882,478.6485916081441,272.82022813411663,364.62472593368136,29.722652190563892,13.12980727486169,19.696351917225556
8,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.8466666666666667,0.9151999999999999,0.9098721882503524,0.92,0.9776,0.9774894794361062,0.19999999999999996,0.1665777777777777,0.24254717945960946,0.44027489473325643,472.0233262026014,254.64709576949312,363.1944208728455,48.142362427770266,11.316253256707443,23.158893146238558
8,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8533333333333334,0.9150222222222223,0.8968408396120201,0.94,0.9712000000000001,0.9725687423687425,0.19999999999999996,0.16871111111111103,0.2379435616654697,0.38223708418337976,515.9327105540151,303.67898351818803,393.8719411343219,37.887674385208186,11.54419351444208,19.873226936834733
8,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.82,0.9088,0.8869488664970105,0.96,0.976,0.9705246314186265,0.16666666666666663,0.15004444444444442,0.23027223515946382,0.28443177355911164,575.264694852784,170.37018565666182,405.2052944941432,55.011828937313645,10.83575426948866,21.8313744549346
8,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.84,0.9148444444444445,0.890170353499429,0.92,0.9696,0.9698144730199061,0.14666666666666672,0.15662222222222222,0.23261357540539052,0.4954390962638208,446.17755609504013,260.5917303630336,359.7815610710223,31.415057729258216,11.40344024461407,19.085869619025544
8,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8533333333333334,0.9107555555555557,0.8933994042824586,0.94,0.976,0.9783942028985508,0.18000000000000005,0.14933333333333343,0.2272870043818065,0.29628694368222763,536.0879071994327,268.49392530850884,411.0607210410235,25.525850497967774,10.376340591781908,16.614585952173762
