run,i,B,K,xi,gamma,C,C_acc_train,C_acc_test,C_gap_acc,C_auroc_train,C_auroc_test,C_gap_auroc,C_auprc_train,C_auprc_test,C_gap_auprc,C_hinge_gap,C_J_w,C_J_xi,Q_acc_test_max,Q_auroc_test_max,Q_auprc_test_max,Q_acc_train_max,Q_auroc_train_max,Q_auprc_train_max,Q_gap_acc_max,Q_gap_auroc_max,Q_gap_auprc_max,Q_hinge_gap_min,Q_J_w_max,Q_J_w_min,Q_J_w_mean,Q_J_xi_max,Q_J_xi_min,Q_J_xi_mean
11,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.84,0.9171555555555556,0.9016794780087638,0.92,0.9696,0.9711575977162934,0.16000000000000003,0.1365333333333334,0.16698150875457196,0.2668256396343648,386.24685574770695,258.3070089867404,311.82462262634994,29.79671464140159,13.126368920804556,19.768079587783028
11,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.84,0.9137777777777778,0.9034301429046788,0.92,0.9632000000000001,0.9675930230447395,0.17999999999999994,0.13368888888888875,0.20453258462587687,0.15227355360595463,451.61925467596353,228.61466954653457,319.24839576945317,27.20918782392169,13.151284671247524,18.9843175853255
11,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.8333333333333334,0.9102222222222223,0.8933305625987381,0.92,0.9823999999999999,0.9806580595097758,0.21333333333333337,0.14577777777777778,0.18579008769043903,0.2994210575199672,507.81304393285205,288.0675391738752,367.34444597145216,30.023195549767674,12.336839657601848,19.23679748808195
11,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8333333333333334,0.9151999999999999,0.8926396008934939,0.94,0.9776,0.9745735912397092,0.17333333333333334,0.16497777777777778,0.22979836192712022,0.3691265466665556,480.6420992178255,235.17709379627064,365.42399481047045,37.911853791597814,10.163012201724417,20.679437648030444
11,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.8533333333333334,0.9205333333333333,0.8967643547838274,0.94,0.9792,0.9779496093392567,0.15333333333333332,0.14239999999999997,0.17824980486882946,0.409210420546102,528.5855062377739,227.8150375533511,377.6089363004031,30.97495956995925,9.330815018444753,17.76013584536404
11,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.8466666666666667,0.9056,0.8874642242891594,0.94,0.9792,0.9779496093392567,0.15333333333333332,0.12782222222222228,0.176865986787467,0.48655931874590896,507.7396598525351,264.61833316375066,398.4289079075587,36.19314425467431,10.545984355299776,20.07758672926684
11,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8333333333333334,0.9109333333333334,0.8829905654804595,0.94,0.9824,0.9796278696560565,0.15333333333333332,0.12320000000000009,0.155702311061082,0.41336984036525726,513.1265697638601,277.6971940029388,411.2294598481523,33.596635090970715,9.82633329883031,17.662267950919347
11,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.8266666666666667,0.904888888888889,0.8900116746373171,0.94,0.9728,0.9731835173852337,0.16666666666666663,0.1239111111111112,0.17284119606977755,0.33166330981482944,422.2458643774498,240.85641437436306,343.5571612094426,48.20375125086053,9.64921710273873,18.434532877777755
11,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.82,0.9061333333333333,0.9000003938864287,0.94,0.9728,0.9698331376569768,0.18000000000000005,0.1379555555555556,0.18565181348086057,0.42567714101239945,442.0934289033445,242.63628212326105,341.79291256191266,27.86880667326725,10.594323227881311,18.780046619413067
11,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.86,0.9086222222222222,0.8933100989967268,0.96,0.9856,0.9849855448898928,0.20666666666666667,0.15804444444444443,0.2288869976711274,0.5029713896862602,553.5232766794879,192.63459305713553,359.31304516785985,24.324962195936436,9.03366478586776,16.06051000578852
11,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.8133333333333334,0.912,0.8985832225201182,0.92,0.9776,0.9789248643829289,0.19999999999999996,0.2055111111111111,0.28758463114699573,0.5971310292236797,469.73381748601616,205.51328893251758,344.76378497466044,36.09999610207049,10.441645020342676,20.04863975367794
11,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8333333333333334,0.9089777777777779,0.906925288715499,0.92,0.9744,0.9747061669578833,0.16000000000000003,0.1697777777777778,0.23643135033809837,0.3913674923390926,414.7806226893515,143.66415940627303,321.8889164287565,44.18146219686249,11.177002165165238,18.707096687448566
11,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.8333333333333334,0.9071999999999999,0.9082506974520226,0.94,0.9776,0.9782268147311626,0.19333333333333336,0.2167111111111112,0.27041669729104,0.29567535212833024,432.04229483175476,159.70057353812146,338.2160340699309,28.34197160643702,12.01838305652154,19.082634746749612
11,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.8133333333333334,0.8910222222222222,0.8854854615320498,0.92,0.9696,0.9719735127083389,0.20666666666666667,0.21937777777777778,0.309825618996346,0.360484023339236,451.96464273849136,207.19355101509274,323.94547853543787,26.66905680021456,11.458680774153109,17.99205254032558
11,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.82,0.9045333333333333,0.9005739243707018,0.9,0.9680000000000001,0.9706249489973628,0.17333333333333334,0.17884444444444458,0.2498473042595981,0.39467972062990186,440.56151895443526,279.39533241837563,345.3121632416116,33.05290808802042,12.820774773104914,21.69747030180196
11,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.84,0.8988444444444444,0.8816765362830802,0.92,0.976,0.9742291467952647,0.1333333333333333,0.1704888888888889,0.17815530627991372,0.3875596747410233,394.3191464954847,206.29245375686722,321.4090224021881,28.048874637283923,11.03508831351053,18.746012350429847
11,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.8266666666666667,0.9098666666666667,0.8824229754642249,0.96,0.9776,0.9784903067946547,0.19333333333333336,0.14417777777777796,0.16976067231604097,0.3388351020731428,405.79987580352963,132.71334457838208,275.95596684862494,34.47163501767813,10.069374588073416,19.54505646892122
11,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.84,0.9006222222222222,0.8978732887548591,0.92,0.9648,0.9697826401922511,0.24,0.21439999999999992,0.2946129524619069,0.6593353076707165,366.60974216324763,208.84807650136486,294.84829093066344,33.510469925591266,11.688332579568264,19.11139228117303
11,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.84,0.8881777777777777,0.888149903753249,0.96,0.9792000000000001,0.9790490369533849,0.19999999999999996,0.21777777777777774,0.3123934588200329,0.5950932649687319,380.2690642769212,188.0991637001823,310.1161456105805,23.600985993910182,9.857988892773925,16.708496557782336
11,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.8133333333333334,0.8835555555555555,0.8841415431696141,0.92,0.9823999999999999,0.9806580595097758,0.19333333333333336,0.23768888888888906,0.311440945865775,0.333829721340662,372.95606740448466,141.6372538227921,261.0615803887393,32.31153941211881,10.324148803540599,19.68218979826232
11,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8266666666666667,0.9104,0.9014450367432655,0.92,0.9823999999999999,0.981403358655075,0.17333333333333334,0.1624888888888889,0.2384401163956138,0.4055507220574356,355.11569074873023,199.16714483061912,265.22202607083403,33.530833883495085,9.23315324372363,19.625680086315676
11,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.8333333333333334,0.8798222222222223,0.8734049096803254,0.96,0.984,0.9859811414392061,0.17333333333333323,0.15128888888888892,0.20235803667014374,0.5130949174158889,328.2716793466004,152.40068118621377,232.65758835598209,33.876435225178064,9.811219323186775,18.31942796940408
11,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8133333333333334,0.9160888888888887,0.9193496200427499,0.98,0.9872,0.9880000384423173,0.19999999999999996,0.16391111111111112,0.19144483368657006,0.4620549611263185,324.04260240644584,129.5125922138757,253.7929299902696,29.449825284901273,8.831315893353226,20.09615358644458
11,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8,0.8643555555555555,0.8603984476938975,0.96,0.9824,0.9796278696560565,0.22666666666666668,0.14204444444444442,0.16572693179551712,0.44896144423934714,295.46582848130873,112.48908130387424,222.99385558072063,26.359233415225443,8.096230743098143,17.124598774701177
11,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.7866666666666666,0.8928,0.8948384491347926,0.94,0.9856,0.9871018062397374,0.20666666666666667,0.19306666666666672,0.3022299128038868,0.45346082161331464,281.0954960686046,148.66255659711408,207.48928830046344,33.45389195534403,9.691030679309018,17.327873606791435
11,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.78,0.9016888888888889,0.9061754494371235,0.94,0.9712,0.9766553876231296,0.21333333333333337,0.18915555555555563,0.21236872490555814,0.4248471609472707,273.85356088475294,128.71242898280377,203.9618095724638,29.635999146942783,11.86910943012155,19.459896922960485
12,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.1102230246251565e-16,0.5,0.0,0.125,50.0,49.99999999999999,50.0
12,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.8266666666666667,0.9087999999999999,0.8728284353201582,0.86,0.9408000000000001,0.9480555834029518,0.15333333333333332,0.1333333333333333,0.17560851913636144,0.11070045546116736,217.19912866877945,107.48725760145368,174.61952955244652,34.806947226977044,25.061471348208734,28.14932659760064
12,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.8733333333333333,0.9185777777777778,0.8938192460321587,0.9,0.96,0.9643351894293072,0.17333333333333334,0.13582222222222218,0.17364667588841454,0.14827238014059702,324.5779387709964,136.7458246617492,236.38881976665112,31.66123212873542,16.778366771440005,21.19248750916202
12,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.8466666666666667,0.9230222222222222,0.8910272960915455,0.9,0.9647999999999999,0.9655064976303367,0.17333333333333334,0.1320888888888888,0.17314064942191476,0.2310137706107211,386.14112704934274,161.37567901199145,283.9332599002847,26.28006060917164,14.516421641107106,18.27169975515062
12,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.82,0.9066666666666667,0.8904972979170653,0.94,0.9552,0.958835477582846,0.17333333333333323,0.13937777777777782,0.1949664839190849,0.20983806271400518,437.14308853049704,192.81701362123832,312.26358379221506,24.90251786285108,14.771142212074013,18.860674868231836
12,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.86,0.9152,0.9013006532764389,0.94,0.976,0.9701271370553239,0.14,0.1258666666666668,0.18146632186914402,0.29012353910213223,447.8596434261606,213.62202964591052,347.31894721530205,39.08543217071583,11.742000271753437,21.608703369519297
12,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.84,0.9079111111111111,0.8974958090362902,0.9,0.9792000000000001,0.9785025039542203,0.1266666666666667,0.13173333333333337,0.23319903515236606,0.3497253626407799,463.23322215247356,209.7431705695049,367.1476024460118,45.58993950020001,11.334113847339587,21.421194334696587
12,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8333333333333334,0.9148444444444445,0.9028024200857963,0.92,0.9743999999999999,0.9718159960177124,0.15333333333333332,0.138488888888889,0.1805794896349413,0.36676387198716015,488.4864633938813,266.7691800091394,412.2542470457488,34.49669719057096,10.756680330014998,18.784380760769537
12,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.8466666666666667,0.9150222222222222,0.8858750546883893,0.94,0.9808,0.9783051183333052,0.20000000000000007,0.1432888888888889,0.2090813371475907,0.45766026613980426,504.42383077959454,290.4267633320876,385.1996675343081,45.74201515453687,8.986084070400164,20.873123426808775
12,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.84,0.9111111111111112,0.8814324162161526,0.94,0.9743999999999999,0.9747168507185671,0.17333333333333334,0.16551111111111105,0.2260459628894521,0.39294135617478587,466.2246871165721,282.05211243933843,379.5454727715231,30.25370901105259,11.752063866890538,19.379620284296955
12,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8466666666666667,0.9082666666666667,0.880862275929495,0.94,0.9760000000000001,0.975266850718567,0.15999999999999992,0.17066666666666674,0.25057802768192317,0.2884964558219546,468.1296126488942,326.0503113553502,392.939076093711,27.508206853495835,11.506994766818817,15.694122746296793
12,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.8666666666666667,0.9285333333333333,0.9193536692891464,0.92,0.9728,0.9679003564285433,0.16000000000000003,0.15217777777777775,0.21260077541592814,0.37456208962830934,459.5986072817088,306.21341355496884,369.2861348336885,31.893857079635836,12.794528972538735,18.3169966467289
12,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.8333333333333334,0.9112888888888889,0.8901079366941873,0.92,0.976,0.9729606738888609,0.16000000000000003,0.1511111111111112,0.21458879129988817,0.5576061822614229,468.7578198269418,232.338822964432,364.77968913507897,25.466263362026588,10.117913006746859,16.150113284603943
12,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.8266666666666667,0.9061333333333333,0.8798678981926737,0.9,0.9728,0.9717944726884679,0.16666666666666663,0.15537777777777784,0.21440903371458997,0.401783037568389,483.8898428811656,290.54774689632757,373.3139013849034,35.31578896666265,12.916850183481118,20.197571484834658
12,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.82,0.9031111111111111,0.8910252882950579,0.92,0.9728,0.9739119100706058,0.20666666666666667,0.22275555555555548,0.2801136687351481,0.3490336840732914,419.964192974906,130.88016343796886,316.6769191384863,46.4986229876603,11.199465843623107,21.25428634904341
12,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8266666666666667,0.8830222222222223,0.8770585996896058,0.94,0.9792000000000001,0.9779384946945588,0.17333333333333334,0.184888888888889,0.25606327129341566,0.42368320315360325,541.9734414822236,186.1268281125278,361.11251960728725,31.17893423022786,10.28331901826903,19.03294752439944
12,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.82,0.9011555555555555,0.8872312012771554,0.92,0.976,0.9769725327812285,0.22666666666666668,0.1658666666666666,0.22374225425885275,0.410593919126056,425.6081539603608,201.43846361292276,322.80559938058855,34.99887410964518,10.693463806286843,19.665190876879162
12,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.8133333333333334,0.8810666666666667,0.8750221669538655,0.92,0.9744,0.9738993293510457,0.19333333333333336,0.16942222222222225,0.26958133583211297,0.3577150856738057,447.14398811580463,204.0727527522555,320.27728406694195,36.96165719887287,11.589938327192929,18.058565118973384
12,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.82,0.893688888888889,0.8765570524839195,0.92,0.9696,0.9692363733102124,0.21999999999999997,0.1976888888888888,0.2621711573265517,0.31105771047813935,443.7248163609908,214.45146789178546,316.62535132773826,24.752072527673448,12.025646451750376,19.448354627376215
12,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.8466666666666667,0.8913777777777777,0.8835553527451563,0.92,0.9696,0.9741153899240856,0.18000000000000005,0.17759999999999998,0.2703472243027427,0.7563695311212819,456.18260451672575,159.51889626971877,310.856863433885,26.248668907038617,11.917604711092242,18.434545576567473
12,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.8,0.8903111111111112,0.8787236620620609,0.92,0.9727999999999999,0.9737698810215973,0.16000000000000003,0.19377777777777783,0.27814963142659255,0.3185025185952586,386.9716562750891,97.40606047250925,271.826293967782,26.341797701979985,12.859037993651055,19.135121253751215
12,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.82,0.8924444444444445,0.8839594450260507,0.92,0.9504,0.9578858472817762,0.22000000000000008,0.1850666666666667,0.2833106251469816,0.5966244825375484,410.8438997491099,237.43655343668357,332.99847548802376,27.944826182126814,13.459382881101536,19.699085504617415
12,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.8333333333333334,0.9098666666666667,0.9055207526052774,0.92,0.9664,0.9732272721938626,0.16000000000000003,0.18737777777777787,0.2828086874427612,0.2802585315430661,373.0434325998376,148.33059320376577,264.21596735922566,28.87099336342779,12.09704257519164,18.375193842238687
12,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.8066666666666666,0.8705777777777778,0.8566466472332472,0.9,0.9776,0.9741176132458002,0.22666666666666668,0.20302222222222222,0.30255069870646023,0.3976523433875324,375.18631025898424,127.16825461692324,238.1077663834506,34.56822772863009,8.764962627901628,19.86082782747093
12,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8,0.8906666666666667,0.8938094825167353,0.92,0.976,0.9753842162782115,0.21333333333333337,0.17653333333333332,0.25463416204558287,0.5525756721802992,386.0059343394947,166.83449877203674,250.7686725121558,42.84319847651891,10.507081492573823,20.810240514285248
12,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.8133333333333334,0.9082666666666667,0.8923956677178548,0.94,0.9743999999999999,0.9747168507185671,0.21999999999999997,0.1889777777777778,0.27237109455919617,0.4100854764389693,378.6267659581024,136.32200310194762,271.4254012129979,34.44274556720731,10.250871699437162,20.391276141602567
12,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.7933333333333333,0.8839111111111111,0.8833180961537986,0.94,0.9808000000000001,0.9826799171842651,0.21999999999999997,0.1631999999999999,0.1760905934783097,0.3410027877161538,298.22660390658945,118.48667828048046,216.56169948206224,28.269551251353978,11.765630244090184,17.78717210526255
12,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.7933333333333333,0.8846222222222222,0.88090539281268,0.94,0.9808,0.9795985737459423,0.19333333333333336,0.15342222222222213,0.1980941906059277,0.4779622846775097,367.80672785768917,179.4214864982275,265.6817719033446,40.13537856292457,8.397720073305505,20.690521307926854
12,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.7866666666666666,0.8767999999999999,0.8763954524683633,0.94,0.96,0.9606990427996435,0.19999999999999996,0.17671111111111115,0.2428345924942047,0.6001799660789121,307.1967206862269,137.5312435241762,231.80490989405286,33.88868367811652,9.969559503624,19.086710337129777
12,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.8,0.882311111111111,0.8741981582522829,0.94,0.9792,0.9788043101939575,0.18000000000000005,0.1617777777777778,0.20399625734607618,0.35808859607209376,349.56393325519673,147.13093883140382,228.02155751351074,33.9487353908625,10.371113983846103,17.67754920814413
13,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.1102230246251565e-16,0.5,0.0,0.1,50.0,49.99999999999999,50.0
13,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.7866666666666666,0.8666666666666667,0.848389540432256,0.86,0.9312,0.9388242155448039,0.15333333333333332,0.1598222222222221,0.18529303743490144,0.09468172378484008,322.41190985246544,108.52631406204863,183.19067169863084,38.28812542421866,24.4639960098524,30.068263506266835
